Timestamp,Charger0[kW],Charger1[kW],Charger2[kW],Charger3[kW]
2019-01-05 18:15:00,0.057763420681756515,1.0756091804969354,0.32054186971438914,1.1594513123757595
2019-01-05 18:30:00,2.7484873259177354,1.7395226404696897,2.9750177800550763,3.377344364960479
2019-01-05 18:45:00,3.0230671022343767,3.811020387589276,3.653037422419961,4.256891473892529
2019-01-05 19:00:00,3.594469137489078,2.903209369767347,4.2467340575085855,4.760130779698196
2019-01-05 19:15:00,2.2799603012973337,4.440125587763563,4.53941626365454,3.0246235990983164
2019-01-05 19:30:00,2.643712052198257,5.610324113499819,3.5341742707773673,4.1894685864077115
2019-01-05 19:45:00,4.744307006963189,4.833664405933129,4.878351508422614,2.6360368681468356
2019-01-05 20:00:00,4.736999309570857,2.164654467067871,1.9132159010019756,5.093792346464396
2019-01-05 20:15:00,4.2939787597307895,5.717379926696024,2.914724536662732,3.5890602974502275
2019-01-05 20:30:00,0.0007095848519135892,0.0020259521325518633,0.0005181175643100392,0.0005260839260018888
2019-01-05 20:45:00,0.06872455011475814,0.2739119602555191,0.25592559870560994,0.3044682335578435
2019-01-05 21:00:00,0.2718240032696211,0.0411531098691976,0.05257449731571575,0.07461624268276627
2019-01-05 21:15:00,0.0827144098329993,0.3677857297716567,0.11531033278325149,0.27388485710699534
2019-01-05 21:30:00,0.1578606913232796,0.22111979511144267,0.00041072935902450373,0.27707641079141226
2019-01-05 21:45:00,0.22890130203633324,0.08474400492348962,0.07492249245234663,0.3370322842165435
2019-01-05 22:00:00,0.9218383788862905,0.9858919109972544,2.2633235985958495,2.3022222485275483
2019-01-05 22:15:00,1.4339263948504983,0.837992798436379,0.7707901102066529,1.9808525356448998
2019-01-05 22:30:00,1.63804396134463,1.7618811392569842,1.3755672551110762,2.1866029464929677
2019-01-05 22:45:00,2.044536259860303,2.20142706795312,1.6750661718475113,2.6652322128295904
2019-01-05 23:00:00,2.4683162841204864,2.002830272243687,2.3248634507838415,1.4710447136369453
2019-01-05 23:15:00,2.060495634928144,2.4906003428087042,2.4007639352905765,2.020081480096232
2019-01-05 23:30:00,1.741048383557625,1.8039980828345505,1.3251006436499668,1.8857376177327874
2019-01-05 23:45:00,2.5605803395071463,1.6740306300229169,1.3201501052351463,1.9472202311524143
